0.8824, -1.6923, -3.0769, 0.0000, -0.9231, 
1.3043, -1.9637, -2.9434, 0.1178, -2.0046, 
1.2216, -2.0755, -2.9651, 0.0461, -2.1055, 
1.2373, -2.0887, -2.9788, 0.0181, -2.1666, 
1.2371, -2.0997, -2.9838, 0.0148, -2.1712, 
1.2391, -2.1007, -2.9837, 0.0138, -2.1771, 
1.2387, -2.1015, -2.9840, 0.0134, -2.1774, 
1.2389, -2.1016, -2.9840, 0.0133, -2.1778, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
0.8824, -1.6923, -3.0769, 0.0000, -0.9231, 
1.3043, -1.9637, -2.9434, 0.1178, -2.0046, 
1.2216, -2.0755, -2.9651, 0.0461, -2.1055, 
1.2373, -2.0887, -2.9788, 0.0181, -2.1666, 
1.2371, -2.0997, -2.9838, 0.0148, -2.1712, 
1.2391, -2.1007, -2.9837, 0.0138, -2.1771, 
1.2387, -2.1015, -2.9840, 0.0134, -2.1774, 
1.2389, -2.1016, -2.9840, 0.0133, -2.1778, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
0.8696, -1.7188, -3.1250, 0.0000, 0.9375, 
1.3779, -1.7096, -2.8848, 0.2302, -0.1804, 
1.2390, -1.8137, -2.8790, 0.1875, -0.1238, 
1.2636, -1.8054, -2.8861, 0.1638, -0.1870, 
1.2588, -1.8161, -2.8898, 0.1629, -0.1797, 
1.2614, -1.8152, -2.8893, 0.1621, -0.1860, 
1.2607, -1.8161, -2.8895, 0.1620, -0.1853, 
1.2610, -1.8160, -2.8895, 0.1619, -0.1858, 
1.2609, -1.8161, -2.8895, 0.1619, -0.1857, 
1.2609, -1.8160, -2.8895, 0.1618, -0.1857, 
1.2609, -1.8161, -2.8895, 0.1618, -0.1857, 
1.2609, -1.8160, -2.8895, 0.1618, -0.1857, 
0.8824, -1.6923, -3.0769, 0.0000, -0.9231, 
1.3043, -1.9637, -2.9434, 0.1178, -2.0046, 
1.2216, -2.0755, -2.9651, 0.0461, -2.1055, 
1.2373, -2.0887, -2.9788, 0.0181, -2.1666, 
1.2371, -2.0997, -2.9838, 0.0148, -2.1712, 
1.2391, -2.1007, -2.9837, 0.0138, -2.1771, 
1.2387, -2.1015, -2.9840, 0.0134, -2.1774, 
1.2389, -2.1016, -2.9840, 0.0133, -2.1778, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
1.2389, -2.1017, -2.9841, 0.0133, -2.1779, 
0.8696, -1.7188, -3.1250, 0.0000, 0.9375, 
1.3779, -1.7096, -2.8848, 0.2302, -0.1804, 
1.2390, -1.8137, -2.8790, 0.1875, -0.1238, 
1.2636, -1.8054, -2.8861, 0.1638, -0.1870, 
1.2588, -1.8161, -2.8898, 0.1629, -0.1797, 
1.2614, -1.8152, -2.8893, 0.1621, -0.1860, 
1.2607, -1.8161, -2.8895, 0.1620, -0.1853, 
1.2610, -1.8160, -2.8895, 0.1619, -0.1858, 
1.2609, -1.8161, -2.8895, 0.1619, -0.1857, 
1.2609, -1.8160, -2.8895, 0.1618, -0.1857, 
1.2609, -1.8161, -2.8895, 0.1618, -0.1857, 
1.2609, -1.8160, -2.8895, 0.1618, -0.1857, 
0.8696, -1.7188, -3.1250, 0.0000, 0.9375, 
1.3779, -1.7096, -2.8848, 0.2302, -0.1804, 
1.2390, -1.8137, -2.8790, 0.1875, -0.1238, 
1.2636, -1.8054, -2.8861, 0.1638, -0.1870, 
1.2588, -1.8161, -2.8898, 0.1629, -0.1797, 
1.2614, -1.8152, -2.8893, 0.1621, -0.1860, 
1.2607, -1.8161, -2.8895, 0.1620, -0.1853, 
1.2610, -1.8160, -2.8895, 0.1619, -0.1858, 
1.2609, -1.8161, -2.8895, 0.1619, -0.1857, 
1.2609, -1.8160, -2.8895, 0.1618, -0.1857, 
0.8696, -1.7188, -3.1250, 0.0000, 0.9375, 
1.3779, -1.7096, -2.8848, 0.2302, -0.1804, 
1.2390, -1.8137, -2.8790, 0.1875, -0.1238, 
1.2636, -1.8054, -2.8861, 0.1638, -0.1870, 
1.2588, -1.8161, -2.8898, 0.1629, -0.1797, 
1.2614, -1.8152, -2.8893, 0.1621, -0.1860, 
1.2607, -1.8161, -2.8895, 0.1620, -0.1853, 
1.2610, -1.8160, -2.8895, 0.1619, -0.1858, 
1.2609, -1.8161, -2.8895, 0.1619, -0.1857, 
1.2609, -1.8160, -2.8895, 0.1618, -0.1857, 
0.8696, -1.7188, -3.1250, 0.0000, 0.9375, 
1.3779, -1.7096, -2.8848, 0.2302, -0.1804, 
1.2390, -1.8137, -2.8790, 0.1875, -0.1238, 
1.2636, -1.8054, -2.8861, 0.1638, -0.1870, 
1.2588, -1.8161, -2.8898, 0.1629, -0.1797, 
1.2614, -1.8152, -2.8893, 0.1621, -0.1860, 
1.2607, -1.8161, -2.8895, 0.1620, -0.1853, 
1.2610, -1.8160, -2.8895, 0.1619, -0.1858, 
1.2609, -1.8161, -2.8895, 0.1619, -0.1857, 
1.2609, -1.8160, -2.8895, 0.1618, -0.1857, 
0.8696, -1.7188, -3.1250, 0.0000, 0.9375, 
1.3779, -1.7096, -2.8848, 0.2302, -0.1804, 
1.2390, -1.8137, -2.8790, 0.1875, -0.1238, 
1.2636, -1.8054, -2.8861, 0.1638, -0.1870, 
1.2588, -1.8161, -2.8898, 0.1629, -0.1797, 
1.2614, -1.8152, -2.8893, 0.1621, -0.1860, 
1.2607, -1.8161, -2.8895, 0.1620, -0.1853, 
1.2610, -1.8160, -2.8895, 0.1619, -0.1858, 
1.2609, -1.8161, -2.8895, 0.1619, -0.1857, 
1.2609, -1.8160, -2.8895, 0.1618, -0.1857, 
